video_id,title,description,publish_date,keywords,length_seconds,views,likes,url
zf8xEfdLXRo,"[10] Tuple, Set, Dictionary | Գործ․ 4 | Python","Դասընթացին միանալու հղումը՝ 
t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/06_tuple_set_dictionary.html

Թեմաներ՝
00:00 Ցուցակի էլեմենտների քանակները գտնել
39:20 Telegram-ի նամակագրությունների տվյալների հետ աշխատանք",2025-05-19 06:07:26-07:00,[],5024,107,,https://youtube.com/watch?v=zf8xEfdLXRo
fvAO4Qrm_v4,[11] Functions 1 | Տես․ 7 | Python,"Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/07_functions_1.html

Տնային՝
Բաժին 26 (ֆունցկիաներ) - լրիվ
Բաժին 27 (ֆունցկիաներ 2) - լրիվ 

Թեմաներ՝
00:00 Մոտիվացիոն օրինակ
02:57 Սկիզբ 
05:45 Արգումենտով ֆունկցիա
19:32 Մի քանի արգումենտ
12:10 Return
21:43 Default արգումենտներ
27:36 Positional/keyword արգումենտներ
31:21 Positional/keyword only արգումենտներ
41:54 *args
54:00 **kwargs
58:30 * unpacking operator
01:09:37 zip
01:21:14 enumerate
01:30:10 Տնային",2025-05-19 06:22:28-07:00,[],5531,104,,https://youtube.com/watch?v=fvAO4Qrm_v4
bGYmAXGeFQw,[12] Functions 2 | Տես․ 8 | Python,"Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/07_functions_2.html

Տնային՝
1. Profound բաժին 28 (Lambda և բարձր կարգի ֆունկցիաներ) - լրիվ
2. Կարող եք նաև անել տնայիններ Profound-ի միջին մակարդակի դասընթացի համապատասխան [բաժնից](https://profound.academy/hy/python-mid/d-ev-keyword-5LvKxDSUICCBH7Z96b1n)

Վարկյանները գեներացված են ԱԲ-ի կողմից, ձեռքով նորմալ չեմ ուղղել
00:00:00 Ֆունկցիաների դոկումենտացիա (docstring) 
00:30:00 Սքոփ (scope) և LEGB կանոն - փոփոխականների տեսանելիության տիրույթներ
00:54:00 Mutable օբյեկտների փոխանցում ֆունկցիաներին - default արգումենտների խնդիրներ
01:32:00 Lambda ֆունկցիաներ - անանուն ֆունկցիաներ
01:53:00 Բարձր կարգի ֆունկցիաներ (map, filter, reduce)",2025-05-21 23:46:34-07:00,[],7395,84,,https://youtube.com/watch?v=bGYmAXGeFQw
DaVBaNdg2_8,[13] Functions | Գործ․ 5 | Python,"Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/07_functions_2.html

Վարկյանները գեներացված են ԱԲ-ի կողմից, ձեռքով նորմալ չեմ ուղղել
00:00:00 Password generator
00:29:30 Random մոդուլի կիրառում
00:47:00 Մեծ թվերի օրենքի օրինակ
01:15:00 Matplotlib գրաֆիկների օգտագործում
01:30:00 Դասի ամփոփում և հաջորդ թեմաներ",2025-05-24 09:28:51-07:00,[],6694,55,,https://youtube.com/watch?v=DaVBaNdg2_8
WpqHzsHwqvA,"[14] Terminal, modules, file I/o | Տես․ 9 | Python","Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/09_files_packages_terminal.html

Թեմաներ՝
00:00 ToDo",2025-05-31 04:41:03-07:00,[],5996,90,,https://youtube.com/watch?v=WpqHzsHwqvA
f_bHRxD9JL0,"[15] Git/Github, Anaconda, PEP8 | Տես․ 10 | Python","Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/10_git_conda_pep8.html

Թեմաներ՝
00:00 Հարցեր
04:52 Git / Github
01:10:48 Anaconda
01:37:52 PEP8",2025-05-31 05:17:18-07:00,[],7531,54,,https://youtube.com/watch?v=f_bHRxD9JL0
tvZzjcaGs1U,"[16] YouTube playlist analytics, mini project | Գործ․ 6  | Python","Դասընթացին միանալու հղումը՝ 
t.me/metric_academy

Նյութը՝

Թեմաներ՝
00:00 ToDo",2025-06-04 04:25:54-07:00,[],6601,180,,https://youtube.com/watch?v=tvZzjcaGs1U
sl0luHbehyY,[17] Exception handling | Տես․ 11 | Python,"Դասընթացին միանալու հղումը՝ 
t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/11_exception_handling.html

Թեմաներ՝
00:00 Հարցեր
01:42 Սկիզբ
27:50 else
32:11 finally
38:00 raise, assert
46:13 warnings
53:38 Մոտեցումներ
57:44 error-ների տոհմածառ
01:02:38 Տնային",2025-06-06 00:00:51-07:00,[],4171,70,,https://youtube.com/watch?v=sl0luHbehyY
_Z0JVmqZzeo,"[18] Streamlit, Recursion, any/all | Տես․ 12 | Python","Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/12_streamlit_recursion_decorators_misc.html

Թեմաներ՝
00:00 streamlit
47:02 any/all
53:08 recursion
01:39:51 տնային",2025-06-07 07:51:14-07:00,[],6394,75,,https://youtube.com/watch?v=_Z0JVmqZzeo
VaPR8vdwavs,[19] Decorators | Տես․ 13 | Python,"Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/13_decorators.html

Թեմաներ՝
00:00 ToDo",2025-06-11 23:00:20-07:00,[],4327,43,,https://youtube.com/watch?v=VaPR8vdwavs
pI6pgobJ4yo,[20] OOP 1 - Classes | Տես․ 14 | Python,"Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/14_classes.html

Թեմաներ՝
00:00 ToDo",2025-06-12 23:30:32-07:00,[],6672,68,,https://youtube.com/watch?v=pI6pgobJ4yo
OXDN8nzQYak,"[21] OOP 2 - Inheritance (MRO-ն սխալներով եմ բացատրում), Polymorphism | Տես․ 15 | Python","Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/15_inheritance_polymorphism.html

Թեմաներ՝
00:00 ToDo",2025-06-13 23:52:56-07:00,[],7434,91,,https://youtube.com/watch?v=OXDN8nzQYak
EPtTBUbmHk0,"[22] OOP 3 - Encapsulation, Abstraction | Տես․ 16 | Python","Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/16_encapsulation_abstraction.html

Թեմաներ՝
00:00 ToDo",2025-06-18 23:30:07-07:00,[],3389,13,,https://youtube.com/watch?v=EPtTBUbmHk0
i_3l8xSZpVg,"[23] OOP 4 - Data Class, Generator, Iterator, Context Manager | Տես․ 17 | Python","Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/17_dataclass_iterator_generator_context_manager.html

Թեմաներ՝
00:00 ToDo",2025-06-21 08:43:12-07:00,[],7239,61,,https://youtube.com/watch?v=i_3l8xSZpVg
WIk3iAXErBY,[24] Final project - YouTube video info extractor + transcript translator | Python,"Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python/18_youtube_translator.html

Վարկյանները գեներացված են ԱԲ-ի կողմից, ձեռքով նորմալ չեմ ուղղել
00:00:00 Գործնական դասերի ավարտ և հաջորդ թեմաների պլան
00:11:00 YouTube-ից վիդեո մետադատաների քաշում dataclass-ով
00:27:00 Transcript (ենթագրերի) քաշում և աշխատանք
00:33:00 Աուդիո և վիդեո ֆայլերի ներբեռնում YouTube-ից
00:52:00 Google Translate և DeepL API-ների հետ աշխատանք
01:13:00 Աբստրակտ կլասներ և թարգմանիչների Pipeline
01:26:00 Git և քոմիթների մասին քննարկում",2025-06-26 23:00:23-07:00,[],5794,50,,https://youtube.com/watch?v=WIk3iAXErBY
ZOOWqchxETU,[01] OpenAI + timestamp generation project | Libraries,"Դասընթացին միանալու հղումը՝ 
https://t.me/metric_academy

Նյութը՝
https://hayktarkhanyan.github.io/python_math_ml_course/python_libs/01_openai_api_timestamp_generator.html#audio

Թեմաներ՝
00:00 Դասի պլան
02:00 API
11:57 token-ը թաքշցնել
21:15 Text generation
25:25 Image 
33:40 Audio
34:37 Structured output
40:19 Image fix
43:00 History
45:32 Timestamp generation
53:45 Հայերենի մոդելներ

#python #machinelearning #openai #programming #artificialintelligence",2025-06-28 22:30:06-07:00,[],3701,70,,https://youtube.com/watch?v=ZOOWqchxETU
