video_id,title,description,publish_date,keywords,length_seconds,views,likes,url
_d7pw_pGAMQ,Python | Բաժին 2.16 | Թվերի թվանշանները,Խնդրի հղումը ՝ profound.academy/hy/python-introduction/t-Wn7gm9RgM4g9BMsH9p5J,2025-04-11 07:59:23-07:00,[],181,46,,https://youtube.com/watch?v=_d7pw_pGAMQ
zlOpn8L0ucs,Ժամացույցի վերանորոգում | Բաժին 2.18 | Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/hy/python-introduction/jAdU8ObJbCCYPG45hJWz
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:17 խնդրի բացատրության սկիզբ
00:50 վատ մոտեցում
01:52 հումորային դադար
03:50 կոդի սկիզբ",2025-04-11 07:57:20-07:00,[],320,86,,https://youtube.com/watch?v=zlOpn8L0ucs
fyb04mZwRQg,Րոպեները ժամ։րոպեի | Բաժին 2.17 | Python խնդիրներ,"Խնդրի հղումը ՝ 
https:// profound.academy/hy/python-introduction/Uyw3pKx0bsFe0HZ3Nzwe
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
00:50 կոդի սկիզբ",2025-04-11 07:55:52-07:00,[],267,108,,https://youtube.com/watch?v=fyb04mZwRQg
Qs-KB9Eq8Ok,Մաքրել log-երը | Բաժին 29.10 |  Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/clean-the-logs-MArG9dc67co9m1ZcQE4X
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
01:09 կոդի սկիզբ",2025-06-19 06:26:22-07:00,[],529,3,,https://youtube.com/watch?v=Qs-KB9Eq8Ok
6BAg6uS2cOM,Միավորել երկու ֆայլ | Բաժին 29.9 |  Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/concatenate-two-files-DdQFOWWv7lsdr8INWBUj
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
01:00 կոդի սկիզբ",2025-06-19 06:27:43-07:00,[],456,1,,https://youtube.com/watch?v=6BAg6uS2cOM
F-yXZ8aNmKw,Ավելացում ֆայլին | Բաժին 29.8 |  Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/appending-to-a-file-VupVv6hz9LxavkK0BLDp
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
01:00 կոդի սկիզբ",2025-06-19 06:28:41-07:00,[],171,15,,https://youtube.com/watch?v=F-yXZ8aNmKw
aCQbNOuJ3Oo,Աշխատանք մի քանի ֆայլերի հետ | Բաժին 29.7 |  Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/working-with-multiple-files-buvHlB5nHb2JAvXaKB76
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
01:12 կոդի սկիզբ",2025-06-19 06:29:34-07:00,[],255,5,,https://youtube.com/watch?v=aCQbNOuJ3Oo
qtcwzKy1hF8,Ֆայլերի միավորում | Բաժին 29.6 |  Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/concatenation-of-files-6U0GRvj47Qw1LxooGErb
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
00:30 կոդի սկիզբ",2025-06-19 06:31:25-07:00,[],370,1,,https://youtube.com/watch?v=qtcwzKy1hF8
imuGyNNZ5Is,Ֆայլում գրել | Բաժին 29.5 |  Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/writing-to-file-MbwpEuT3yFvJaS4nlIl9
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
00:31 կոդի սկիզբ",2025-06-19 06:32:22-07:00,[],140,1,,https://youtube.com/watch?v=imuGyNNZ5Is
9ZMlZIcPMOM,Եկամուտ և ծախսեր | Բաժին 29.4 |  Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/income-and-expenses-A6x5VcQJkmcBrMYaJvug
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
01:09 կոդի սկիզբ",2025-06-19 06:33:28-07:00,[],386,7,,https://youtube.com/watch?v=9ZMlZIcPMOM
cnVs7BPWGwU,with statement | Բաժին 29.3 |  Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/with-statement-be5s6aVSeorndvnbW2gw
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
00:53 կոդի սկիզբ",2025-06-19 06:34:29-07:00,[],176,22,,https://youtube.com/watch?v=cnVs7BPWGwU
SNqlsV_TsKQ,Տպել վերջին տողը | Բաժին 29.2 |  Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/print-the-last-line-BLvEzou9IEiWVv5K7ywt
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
00:24 կոդի սկիզբ",2025-06-19 06:35:22-07:00,[],129,20,,https://youtube.com/watch?v=SNqlsV_TsKQ
mJjt2Xda7og,Աշխատանք ֆայլերի հետ | Բաժին 29.1 |  Python խնդիրներ,"ՆՇՈՒՄ։ Պետք ա վերջում գրեի `f.close()`

Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/working-with-files-in-python-iQj5YSSfSCYUJaLXRJ28
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
00:26 կոդի սկիզբ",2025-06-19 06:36:48-07:00,[],282,2,,https://youtube.com/watch?v=mJjt2Xda7og
wNZk1d4QF-w,Բարդ գրաֆիկներ | Բաժին 5.13 |  Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/complex-graphs-jJOHDAuJ8IP8fqFp4og3
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
00:58 կոդի սկիզբ",2025-06-19 06:45:58-07:00,[],177,12,,https://youtube.com/watch?v=wNZk1d4QF-w
O0IsM4S6LpU,Ֆակտորիալ | Բաժին 15.17 |  Python խնդիրներ,"Խնդրի հղումը ՝ 
https://profound.academy/python-introduction/factorial-ozJAsv40sGa99GJ8zn5q
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
00:44 կոդի սկիզբ",2025-06-19 06:49:05-07:00,[],152,8,,https://youtube.com/watch?v=O0IsM4S6LpU
J1ueuro0-yU,tuple-ի ստացումը ցուցակից | Բաժին 24.2 | Python Profound խնդիրներ,"Խնդրի հղումը՝ 
https://profound.academy/hy/python-introduction/tuple-8wLmuB3hAoTK4hH5m53a
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
00:30 կոդի սկիզբ",2025-06-19 06:53:09-07:00,[],193,9,,https://youtube.com/watch?v=J1ueuro0-yU
evIrApR1vOw,"tuple-ին վերագրումներ | Բաժին 24.2, 3 | Python Profound խնդիրներ","Խնդրի հղումը՝ 
https://profound.academy/hy/python-introduction/tuple-vKVE11LSwjkeN7CQ89gZ

https://profound.academy/hy/python-introduction/tuple-2-YR57wbWHAOSa3AtFB5CG
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
00:11 tuple-ին վերագրում 1
00:55 tuple-ին վերագրում 2",2025-06-19 06:54:58-07:00,[],184,15,,https://youtube.com/watch?v=evIrApR1vOw
qo7aW1FZaYc,Աշխատում ենք tuple-ների հետ | Բաժին 24.6 | Python Profound խնդիրներ,"Խնդրի հղումը՝ 
https://profound.academy/hy/python-introduction/a-tuple-IuFJ61f7ljVeoZWwIK1f
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
00:30 կոդի սկիզբ",2025-06-19 06:57:11-07:00,[],56,14,,https://youtube.com/watch?v=qo7aW1FZaYc
in_I8Di0CDM,set-ին տարր ավելացնելը | Բաժին 24.10 | Python Profound խնդիրներ,"Խնդրի հղումը՝ 
https://profound.academy/hy/python-introduction/set-KfAxo0RdGOXEYXWM3kWu
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
02:15 կոդի սկիզբ",2025-06-19 06:57:27-07:00,[],265,31,,https://youtube.com/watch?v=in_I8Di0CDM
iaWPdj1SgOs,set comprehensions | Բաժին 24.13 | Python Profound խնդիրներ,"Խնդրի հղումը՝ 
https://profound.academy/hy/python-introduction/set-comprehension-FLYmikuulDmONp89I04A
---
Եթե կան խնդիրներ որոնց համար կուզեք տեսնել վիդեո-լուծումներ լրացրեք՝
https://forms.gle/zkiHGX6Xac8afNZR6
---
Թեմաներ՝
00:00 Ողջույն բոլորին
01:32 կոդի սկիզբ",2025-06-19 06:59:17-07:00,[],332,14,,https://youtube.com/watch?v=iaWPdj1SgOs
